Annee;Diplôme;Numéro de l'établissement;Etablissement;Code de l'académie;Académie;Code du domaine;Domaine;Code de la discipline;Discipline;situation;Taux d'insertion;% emplois stables;% emplois à  temps plein;Salaire brut annuel estimé;% de diplômés boursiers;% emplois cadre;% emplois extérieurs à  la région de l'université;% femmes;cle_ETAB;cle_DISC
2014;MASTER LMD;0921204J;Paris Ouest Nanterre La Défense;A25;Versailles;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;88;66;86;ns;23.00;91;68;83;Paris Ouest Nanterre La Défense_30;disc09_30
2013;LICENCE PRO;0751722P;Paris Pierre et Marie Curie;A01;Paris;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;82;72;92;24200;4.00;91;68;59;Paris Pierre et Marie Curie_18;disc13_18
2013;LICENCE PRO;0751722P;Paris Pierre et Marie Curie;A01;Paris;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;93;75;95;24300;4.00;91;68;59;Paris Pierre et Marie Curie_30;disc13_30
2010;MASTER LMD;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;95;98;100;35900;16.00;91;68;nd;Paris-Est Marne-la-Vallée_30;disc16_30
2011;MASTER LMD;0640251A;Pau - Pays de l'Adour;A04;Bordeaux;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;98;69;95;23700;39.00;91;68;78;Pau - Pays de l'Adour_30;disc02_30
2010;MASTER LMD;0350937D;Rennes 2 - Haute Bretagne;A14;Rennes;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;86;65;95;ns;36.00;91;68;nd;Rennes 2 - Haute Bretagne_30;disc01_30
2010;MASTER LMD;0350937D;Rennes 2 - Haute Bretagne;A14;Rennes;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;86;65;95;ns;36.00;91;68;nd;Rennes 2 - Haute Bretagne_30;disc05_30
2010;MASTER LMD;0761904G;Rouen;A21;Rouen;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;77;58;100;ns;30.00;91;68;nd;Rouen_30;disc13_30
2012;MASTER LMD;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;86;64;100;ns;31.00;91;68;52;Saint-Etienne - Jean Monnet_18;disc04_18
2010;MASTER LMD;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;82;72;89;ns;33.00;91;68;nd;Saint-Etienne - Jean Monnet_30;disc06_30
2012;MASTER LMD;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;88;84;100;30400;31.00;91;68;52;Saint-Etienne - Jean Monnet_30;disc04_30
2013;MASTER LMD;0673021V;Strasbourg;A15;Strasbourg;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;76;48;88;ns;23.00;91;68;83;Strasbourg_18;disc11_18
2013;MASTER LMD;0673021V;Strasbourg;A15;Strasbourg;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;95;88;100;33500;23.00;91;68;20;Strasbourg_30;disc16_30
2013;MASTER LMD;0673021V;Strasbourg;A15;Strasbourg;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;81;46;87;ns;23.00;91;68;83;Strasbourg_30;disc11_30
2013;MASTER LMD;0673021V;Strasbourg;A15;Strasbourg;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;95;76;100;31200;23.00;91;68;20;Strasbourg_18;disc16_18
2011;MASTER LMD;0830766G;Toulon - Sud Toulon Var;A23;Nice;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;95;85;100;ns;35.00;91;68;67;Toulon - Sud Toulon Var_30;disc04_30
2011;MASTER LMD;0830766G;Toulon - Sud Toulon Var;A23;Nice;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;77;76;91;ns;35.00;91;68;77;Toulon - Sud Toulon Var_30;disc02_30
2011;MASTER LMD;0311383K;Toulouse - Jean Jaures;A16;Toulouse;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;93;55;73;ns;40.00;91;68;61;Toulouse - Jean Jaures_30;disc08_30
2010;MASTER LMD;0311382J;Toulouse 1 - Capitole;A16;Toulouse;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;98;98;100;32800;30.00;91;68;nd;Toulouse 1 - Capitole_30;disc12_30
2013;MASTER LMD;0490970N;Angers;A17;Nantes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;86;58;100;26800;33.00;91;68;81;Angers_30;disc13_30
2013;MASTER LMD;0490970N;Angers;A17;Nantes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;72;33;94;ns;33.00;91;68;81;Angers_18;disc13_18
2013;MASTER LMD;0623957P;Artois;A09;Lille;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;91;72;100;30400;38.00;91;68;13;Artois_18;disc15_18
2013;MASTER LMD;0623957P;Artois;A09;Lille;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;89;87;97;ns;38.00;91;68;13;Artois_30;disc15_30
2012;MASTER LMD;0623957P;Artois;A09;Lille;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;89;92;100;31500;38.00;91;68;6;Artois_30;disc15_30
2012;MASTER LMD;0623957P;Artois;A09;Lille;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;89;80;100;31200;38.00;91;68;6;Artois_18;disc15_18
2013;MASTER LMD;0840685N;Avignon;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;75;36;85;ns;41.00;91;68;81;Avignon_30;disc07_30
2013;MASTER LMD;0840685N;Avignon;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;73;27;84;ns;41.00;90;68;81;Avignon_18;disc07_18
2012;MASTER LMD;0840685N;Avignon;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;89;54;76;ns;34.00;90;68;75;Avignon_30;disc07_30
2012;MASTER LMD;0840685N;Avignon;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;79;ns;ns;ns;34.00;90;68;75;Avignon_18;disc07_18
2013;MASTER LMD;0840685N;Avignon;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;82;81;91;ns;41.00;90;68;38;Avignon_30;disc12_30
2013;MASTER LMD;0840685N;Avignon;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;78;69;94;ns;41.00;90;68;38;Avignon_18;disc12_18
2010;MASTER LMD;0251215K;Besançon - Franche-Comté;A03;Besançon;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;91;85;100;ns;38.00;90;68;nd;Besançon - Franche-Comté_30;disc04_30
2014;MASTER LMD;0251215K;Besançon - Franche-Comté;A03;Besançon;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;89;87;100;31200;37.00;90;68;70;Besançon - Franche-Comté_30;disc04_30
2014;MASTER LMD;0251215K;Besançon - Franche-Comté;A03;Besançon;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;86;61;94;27300;37.00;90;68;70;Besançon - Franche-Comté_18;disc04_18
2013;MASTER LMD;0333298F;Bordeaux;A04;Bordeaux;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;91;95;100;31200;28.00;90;68;;Bordeaux_30;disc16_30
2014;MASTER LMD;0333298F;Bordeaux;A04;Bordeaux;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;73;24;82;ns;27.00;90;67;86;Bordeaux_18;disc11_18
2014;MASTER LMD;0333298F;Bordeaux;A04;Bordeaux;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;82;39;94;24300;27.00;90;67;86;Bordeaux_30;disc11_30
2013;MASTER LMD;0333298F;Bordeaux;A04;Bordeaux;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;83;79;nd;nd;28.00;90;67;;Bordeaux_18;disc16_18
2011;MASTER LMD;0331766R;Bordeaux - Montaigne;A04;Bordeaux;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;84;54;94;26800;32.00;90;67;70;Bordeaux - Montaigne_30;disc11_30
2013;LICENCE PRO;0331766R;Bordeaux - Montaigne;A04;Bordeaux;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;89;69;95;22000;26.00;90;67;75;Bordeaux - Montaigne_30;disc10_30
2013;LICENCE PRO;0331766R;Bordeaux - Montaigne;A04;Bordeaux;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;91;56;79;ns;26.00;90;67;75;Bordeaux - Montaigne_18;disc10_18
2013;MASTER LMD;0290346U;Brest - Bretagne occidentale;A14;Rennes;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;91;70;90;35100;37.00;90;67;22;Brest - Bretagne occidentale_30;disc14_30
2013;MASTER LMD;0290346U;Brest - Bretagne occidentale;A14;Rennes;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;80;60;92;ns;37.00;90;67;22;Brest - Bretagne occidentale_18;disc14_18
2014;LICENCE PRO;0290346U;Brest - Bretagne occidentale;A14;Rennes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;80;57;94;ns;16.00;90;67;40;Brest - Bretagne occidentale_30;disc13_30
2014;LICENCE PRO;0290346U;Brest - Bretagne occidentale;A14;Rennes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;67;42;84;ns;16.00;90;67;40;Brest - Bretagne occidentale_18;disc13_18
2012;MASTER LMD;0141408E;Caen - Basse-Normandie;A05;Caen;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;89;36;82;ns;26.00;90;67;81;Caen - Basse-Normandie_30;disc06_30
2012;MASTER LMD;0141408E;Caen - Basse-Normandie;A05;Caen;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;93;32;71;ns;26.00;90;67;81;Caen - Basse-Normandie_18;disc06_18
2011;MASTER LMD;0141408E;Caen - Basse-Normandie;A05;Caen;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;81;64;97;27300;28.00;90;67;68;Caen - Basse-Normandie_30;disc06_30
2012;MASTER LMD;0211237F;Dijon - Bourgogne;A07;Dijon;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;81;68;97;28800;47.00;90;67;50;Dijon - Bourgogne_18;disc14_18
2012;MASTER LMD;0211237F;Dijon - Bourgogne;A07;Dijon;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;91;78;95;29600;47.00;90;67;50;Dijon - Bourgogne_30;disc14_30
2012;MASTER LMD;0381838S;Grenoble 1 - Joseph Fourier;A08;Grenoble;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;82;47;94;ns;33.00;90;67;56;Grenoble 1 - Joseph Fourier_30;disc11_30
2011;MASTER LMD;0381838S;Grenoble 1 - Joseph Fourier;A08;Grenoble;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;93;68;98;33300;41.00;90;67;32;Grenoble 1 - Joseph Fourier_30;disc14_30
2012;MASTER LMD;0381838S;Grenoble 1 - Joseph Fourier;A08;Grenoble;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;73;ns;ns;ns;33.00;90;67;56;Grenoble 1 - Joseph Fourier_18;disc11_18
2014;MASTER LMD;0383493R;Grenoble Alpes;A08;Grenoble;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;86;36;91;ns;35.00;90;67;86;Grenoble Alpes_18;disc02_18
2014;MASTER LMD;0383493R;Grenoble Alpes;A08;Grenoble;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;91;60;98;25000;35.00;90;67;86;Grenoble Alpes_30;disc02_30
2010;MASTER LMD;0720916E;Le Mans Université;A17;Nantes;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;79;40;94;ns;29.00;90;67;nd;Le Mans Université_30;disc08_30
2010;MASTER LMD;0720916E;Le Mans Université;A17;Nantes;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;79;40;94;ns;29.00;89;67;nd;Le Mans Université_30;disc07_30
2013;LICENCE PRO;0593559Y;Lille 1 - Sciences technologies;A09;Lille;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;98;79;98;24700;26.00;89;67;70;Lille 1 - Sciences technologies_30;disc05_30
2013;LICENCE PRO;0593559Y;Lille 1 - Sciences technologies;A09;Lille;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;91;70;100;23400;26.00;89;67;70;Lille 1 - Sciences technologies_18;disc05_18
2013;LICENCE PRO;0595964M;Littoral - Côte d'Opale;A09;Lille;DEG;Droit, économie et gestion;disc03;Economie;30 mois après le diplôme;91;75;93;25000;28.00;89;67;59;Littoral - Côte d'Opale_30;disc03_30
2013;LICENCE PRO;0595964M;Littoral - Côte d'Opale;A09;Lille;DEG;Droit, économie et gestion;disc03;Economie;18 mois après le diplôme;98;56;95;25100;28.00;89;67;59;Littoral - Côte d'Opale_18;disc03_18
2013;LICENCE PRO;0542493S;Lorraine;A12;Nancy-Metz;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;93;64;89;ns;24.00;89;67;70;Lorraine_18;disc10_18
2013;LICENCE PRO;0542493S;Lorraine;A12;Nancy-Metz;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;95;64;93;ns;24.00;89;67;70;Lorraine_30;disc10_30
2014;MASTER LMD;0692437Z;Lyon 3 - Jean Moulin;A10;Lyon;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;84;59;89;ns;26.00;89;67;37;Lyon 3 - Jean Moulin_30;disc11_30
2012;MASTER LMD;0692437Z;Lyon 3 - Jean Moulin;A10;Lyon;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;77;74;100;28800;25.00;89;67;67;Lyon 3 - Jean Moulin_30;disc05_30
2014;MASTER LMD;0692437Z;Lyon 3 - Jean Moulin;A10;Lyon;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;75;ns;ns;ns;26.00;89;67;37;Lyon 3 - Jean Moulin_18;disc11_18
2012;MASTER LMD;0692437Z;Lyon 3 - Jean Moulin;A10;Lyon;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;72;ns;ns;ns;25.00;89;67;67;Lyon 3 - Jean Moulin_18;disc05_18
2012;MASTER LMD;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;83;38;94;ns;50.00;89;67;77;Montpellier 3 - Paul-Valéry_18;disc01_18
2012;MASTER LMD;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;86;66;89;25200;50.00;89;67;77;Montpellier 3 - Paul-Valéry_30;disc01_30
2011;MASTER LMD;0341089Z;Montpellier 3 - Paul-Valéry;A11;Montpellier;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;89;49;82;ns;49.00;89;66;58;Montpellier 3 - Paul-Valéry_30;disc08_30
2013;LICENCE PRO;0440984F;Nantes;A17;Nantes;DEG;Droit, économie et gestion;disc03;Economie;18 mois après le diplôme;93;78;100;24000;20.00;89;66;52;Nantes_18;disc03_18
2013;LICENCE PRO;0440984F;Nantes;A17;Nantes;DEG;Droit, économie et gestion;disc03;Economie;30 mois après le diplôme;91;88;100;25400;20.00;89;66;52;Nantes_30;disc03_30
2010;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;DEG;Droit, économie et gestion;disc03;Economie;30 mois après le diplôme;91;83;100;ns;29.00;89;66;nd;Nice - Sophia-Antipolis_30;disc03_30
2010;MASTER LMD;0060931E;Nice - Sophia-Antipolis;A23;Nice;SHS;Sciences humaines et sociales;disc09;Psychologie;30 mois après le diplôme;86;58;55;ns;29.00;89;66;nd;Nice - Sophia-Antipolis_30;disc09_30
2010;MASTER LMD;0911101C;Paris 11 - Paris Sud;A25;Versailles;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;91;85;100;ns;18.00;89;66;nd;Paris 11 - Paris Sud_30;disc04_30
2010;MASTER LMD;0931238R;Paris 13 - Paris Nord;A24;Créteil;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;91;85;88;ns;34.00;89;66;nd;Paris 13 - Paris Nord_30;disc10_30
2014;MASTER LMD;0921204J;Paris Ouest Nanterre La Défense;A25;Versailles;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;89;90;97;33500;23.00;89;66;81;Paris Ouest Nanterre La Défense_30;disc02_30
2014;MASTER LMD;0921204J;Paris Ouest Nanterre La Défense;A25;Versailles;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;98;69;97;30800;23.00;89;66;81;Paris Ouest Nanterre La Défense_18;disc02_18
2010;MASTER LMD;0751722P;Paris Pierre et Marie Curie;A01;Paris;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;98;88;100;33300;22.00;89;66;nd;Paris Pierre et Marie Curie_30;disc15_30
2013;LICENCE PRO;0751721N;Paris René Descartes;A01;Paris;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;96;36;100;23400;10.00;89;66;ns;Paris René Descartes_18;disc13_18
2013;LICENCE PRO;0751721N;Paris René Descartes;A01;Paris;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;98;72;100;23400;10.00;89;66;ns;Paris René Descartes_30;disc13_30
2013;MASTER LMD;0640251A;Pau - Pays de l'Adour;A04;Bordeaux;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;77;45;nd;nd;33.00;89;66;81;Pau - Pays de l'Adour_18;disc02_18
2013;MASTER LMD;0640251A;Pau - Pays de l'Adour;A04;Bordeaux;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;86;74;82;ns;33.00;89;66;81;Pau - Pays de l'Adour_30;disc02_30
2013;LICENCE PRO;0511296G;Reims - Champagne Ardenne;A19;Reims;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;79;40;77;ns;23.00;89;66;56;Reims - Champagne Ardenne_18;disc07_18
2013;LICENCE PRO;0511296G;Reims - Champagne Ardenne;A19;Reims;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;82;67;81;ns;23.00;89;66;56;Reims - Champagne Ardenne_30;disc07_30
2012;MASTER LMD;0350936C;Rennes 1;A14;Rennes;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;91;93;93;ns;28.00;89;66;70;Rennes 1_30;disc02_30
2012;MASTER LMD;0350936C;Rennes 1;A14;Rennes;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;88;68;91;ns;28.00;89;66;70;Rennes 1_18;disc02_18
2011;MASTER LMD;0350937D;Rennes 2 - Haute Bretagne;A14;Rennes;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;95;67;90;22700;49.00;89;66;70;Rennes 2 - Haute Bretagne_30;disc01_30
2011;MASTER LMD;0350937D;Rennes 2 - Haute Bretagne;A14;Rennes;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;95;67;90;22700;49.00;89;66;70;Rennes 2 - Haute Bretagne_30;disc05_30
2014;LICENCE PRO;0761904G;Rouen;A21;Rouen;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;93;80;95;23300;22.00;89;66;72;Rouen_30;disc04_30
2014;LICENCE PRO;0761904G;Rouen;A21;Rouen;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;91;64;97;ns;22.00;89;66;72;Rouen_18;disc04_18
2012;MASTER LMD;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;86;47;82;ns;31.00;88;66;75;Saint-Etienne - Jean Monnet_30;disc07_30
2012;MASTER LMD;0421095M;Saint-Etienne - Jean Monnet;A10;Lyon;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;86;82;89;ns;31.00;88;66;63;Saint-Etienne - Jean Monnet_30;disc06_30
